insurer_code,plan_name,plan_tier,sex,age,premium,period_days
KAKAOPAY,플러스,2,M,13,3510,1
KAKAOPAY,플러스,2,M,14,3547,1
KAKAOPAY,플러스,2,M,15,4563,1
KAKAOPAY,플러스,2,M,16,4700,1
KAKAOPAY,플러스,2,M,17,4873,1
KAKAOPAY,플러스,2,M,18,4880,1
KAKAOPAY,플러스,2,M,19,4880,1
KAKAOPAY,플러스,2,M,20,4847,1
KAKAOPAY,플러스,2,M,21,4813,1
KAKAOPAY,플러스,2,M,22,4780,1
KAKAOPAY,플러스,2,M,23,4780,1
KAKAOPAY,플러스,2,M,24,4850,1
KAKAOPAY,플러스,2,M,25,4883,1
KAKAOPAY,플러스,2,M,26,4950,1
KAKAOPAY,플러스,2,M,27,4983,1
KAKAOPAY,플러스,2,M,28,5017,1
KAKAOPAY,플러스,2,M,29,5050,1
KAKAOPAY,플러스,2,M,30,5083,1
KAKAOPAY,플러스,2,M,31,5083,1
KAKAOPAY,플러스,2,M,32,5117,1
KAKAOPAY,플러스,2,M,33,5183,1
KAKAOPAY,플러스,2,M,34,5187,1
KAKAOPAY,플러스,2,M,35,5220,1
KAKAOPAY,플러스,2,M,36,5253,1
KAKAOPAY,플러스,2,M,37,5323,1
KAKAOPAY,플러스,2,M,38,5323,1
KAKAOPAY,플러스,2,M,39,5360,1
KAKAOPAY,플러스,2,M,40,5360,1
KAKAOPAY,플러스,2,M,41,5427,1
KAKAOPAY,플러스,2,M,42,5430,1
KAKAOPAY,플러스,2,M,43,5497,1
KAKAOPAY,플러스,2,M,44,5567,1
KAKAOPAY,플러스,2,M,45,5703,1
KAKAOPAY,플러스,2,M,46,5877,1
KAKAOPAY,플러스,2,M,47,5980,1
KAKAOPAY,플러스,2,M,48,6220,1
KAKAOPAY,플러스,2,M,49,6390,1
KAKAOPAY,플러스,2,M,50,6597,1
KAKAOPAY,플러스,2,M,51,6770,1
KAKAOPAY,플러스,2,M,52,7010,1
KAKAOPAY,플러스,2,M,53,7250,1
KAKAOPAY,플러스,2,M,54,7490,1
KAKAOPAY,플러스,2,M,55,7767,1
KAKAOPAY,플러스,2,M,56,8007,1
KAKAOPAY,플러스,2,M,57,8313,1
KAKAOPAY,플러스,2,M,58,8623,1
KAKAOPAY,플러스,2,M,59,8967,1
KAKAOPAY,플러스,2,M,60,9307,1
KAKAOPAY,플러스,2,M,61,9650,1
KAKAOPAY,플러스,2,M,62,9990,1
KAKAOPAY,플러스,2,M,63,10400,1
KAKAOPAY,플러스,2,M,64,10747,1
KAKAOPAY,플러스,2,M,65,11123,1
KAKAOPAY,플러스,2,M,66,11503,1
KAKAOPAY,플러스,2,M,67,11950,1
KAKAOPAY,플러스,2,M,68,12157,1
KAKAOPAY,플러스,2,M,69,12503,1
KAKAOPAY,플러스,2,M,70,12777,1
KAKAOPAY,플러스,2,M,71,13120,1
KAKAOPAY,플러스,2,M,72,13430,1
KAKAOPAY,플러스,2,M,73,13703,1
KAKAOPAY,플러스,2,M,74,14043,1
KAKAOPAY,플러스,2,M,75,14283,1
KAKAOPAY,플러스,2,M,76,14557,1
KAKAOPAY,플러스,2,M,77,14863,1
KAKAOPAY,플러스,2,M,78,15203,1
KAKAOPAY,플러스,2,M,79,15477,1
KAKAOPAY,플러스,2,M,80,15820,1
KB,고급형,2,F,19,8064,1
KB,고급형,2,F,20,8199,1
KB,고급형,2,F,21,8344,1
KB,고급형,2,F,22,8488,1
KB,고급형,2,F,23,8566,1
KB,고급형,2,F,24,8682,1
KB,고급형,2,F,25,8740,1
KB,고급형,2,F,26,8874,1
KB,고급형,2,F,27,8875,1
KB,고급형,2,F,28,8761,1
KB,고급형,2,F,29,8733,1
KB,고급형,2,F,30,8657,1
KB,고급형,2,F,31,8630,1
KB,고급형,2,F,32,8794,1
KB,고급형,2,F,33,9025,1
KB,고급형,2,F,34,9219,1
KB,고급형,2,F,35,9442,1
KB,고급형,2,F,36,9703,1
KB,고급형,2,F,37,10032,1
KB,고급형,2,F,38,10514,1
KB,고급형,2,F,39,10843,1
KB,고급형,2,F,40,11296,1
KB,고급형,2,F,41,11702,1
KB,고급형,2,F,42,12052,1
KB,고급형,2,F,43,12450,1
KB,고급형,2,F,44,12859,1
KB,고급형,2,F,45,13288,1
KB,고급형,2,F,46,13690,1
KB,고급형,2,F,47,14113,1
KB,고급형,2,F,48,14461,1
KB,고급형,2,F,49,14828,1
KB,고급형,2,F,50,15185,1
KB,고급형,2,F,51,15579,1
KB,고급형,2,F,52,15788,1
KB,고급형,2,F,53,15901,1
KB,고급형,2,F,54,16081,1
KB,고급형,2,F,55,16643,1
KB,고급형,2,F,56,17167,1
KB,고급형,2,F,57,18179,1
KB,고급형,2,F,58,19096,1
KB,고급형,2,F,59,20137,1
KB,고급형,2,F,60,21092,1
KB,고급형,2,F,61,22096,1
KB,고급형,2,F,62,23347,1
KB,고급형,2,F,63,24600,1
KB,고급형,2,F,64,25893,1
KB,고급형,2,F,65,27148,1
KB,고급형,2,F,66,28433,1
KB,고급형,2,F,67,29396,1
KB,고급형,2,F,68,30349,1
KB,고급형,2,F,69,31281,1
KB,고급형,2,F,70,32266,1
KB,고급형,2,F,71,33181,1
KB,고급형,2,F,72,34821,1
KB,고급형,2,F,73,36403,1
KB,고급형,2,F,74,38108,1
KB,고급형,2,F,75,39776,1
KB,고급형,2,F,76,41462,1
KB,고급형,2,F,77,42278,1
KB,고급형,2,F,78,43046,1
KB,고급형,2,F,79,43890,1
KB,고급형,2,F,80,44176,1
KB,고급형,2,M,19,7594,1
KB,고급형,2,M,20,7595,1
KB,고급형,2,M,21,7521,1
KB,고급형,2,M,22,7569,1
KB,고급형,2,M,23,7598,1
KB,고급형,2,M,24,7740,1
KB,고급형,2,M,25,7796,1
KB,고급형,2,M,26,7822,1
KB,고급형,2,M,27,7868,1
KB,고급형,2,M,28,7952,1
KB,고급형,2,M,29,7979,1
KB,고급형,2,M,30,8006,1
KB,고급형,2,M,31,8091,1
KB,고급형,2,M,32,8167,1
KB,고급형,2,M,33,8254,1
KB,고급형,2,M,34,8370,1
KB,고급형,2,M,35,8457,1
KB,고급형,2,M,36,8583,1
KB,고급형,2,M,37,8642,1
KB,고급형,2,M,38,8730,1
KB,고급형,2,M,39,8789,1
KB,고급형,2,M,40,8867,1
KB,고급형,2,M,41,9070,1
KB,고급형,2,M,42,9293,1
KB,고급형,2,M,43,9469,1
KB,고급형,2,M,44,9693,1
KB,고급형,2,M,45,9918,1
KB,고급형,2,M,46,10143,1
KB,고급형,2,M,47,10483,1
KB,고급형,2,M,48,10822,1
KB,고급형,2,M,49,11210,1
KB,고급형,2,M,50,11551,1
KB,고급형,2,M,51,11882,1
KB,고급형,2,M,52,12424,1
KB,고급형,2,M,53,12957,1
KB,고급형,2,M,54,13433,1
KB,고급형,2,M,55,13995,1
KB,고급형,2,M,56,14480,1
KB,고급형,2,M,57,15173,1
KB,고급형,2,M,58,15895,1
KB,고급형,2,M,59,16597,1
KB,고급형,2,M,60,17300,1
KB,고급형,2,M,61,18013,1
KB,고급형,2,M,62,18749,1
KB,고급형,2,M,63,19457,1
KB,고급형,2,M,64,20206,1
KB,고급형,2,M,65,20948,1
KB,고급형,2,M,66,21680,1
KB,고급형,2,M,67,22219,1
KB,고급형,2,M,68,22795,1
KB,고급형,2,M,69,23379,1
KB,고급형,2,M,70,23913,1
KB,고급형,2,M,71,24503,1
KB,고급형,2,M,72,25062,1
KB,고급형,2,M,73,25678,1
KB,고급형,2,M,74,26208,1
KB,고급형,2,M,75,26823,1
KB,고급형,2,M,76,27372,1
KB,고급형,2,M,77,27968,1
KB,고급형,2,M,78,28498,1
KB,고급형,2,M,79,29046,1
KB,고급형,2,M,80,29163,1
KB,실속형,0,F,19,2924,1
KB,실속형,0,F,20,2982,1
KB,실속형,0,F,21,3044,1
KB,실속형,0,F,22,3106,1
KB,실속형,0,F,23,3139,1
KB,실속형,0,F,24,3189,1
KB,실속형,0,F,25,3214,1
KB,실속형,0,F,26,3272,1
KB,실속형,0,F,27,3272,1
KB,실속형,0,F,28,3223,1
KB,실속형,0,F,29,3211,1
KB,실속형,0,F,30,3179,1
KB,실속형,0,F,31,3167,1
KB,실속형,0,F,32,3237,1
KB,실속형,0,F,33,3336,1
KB,실속형,0,F,34,3419,1
KB,실속형,0,F,35,3514,1
KB,실속형,0,F,36,3626,1
KB,실속형,0,F,37,3767,1
KB,실속형,0,F,38,3974,1
KB,실속형,0,F,39,4115,1
KB,실속형,0,F,40,4309,1
KB,실속형,0,F,41,4483,1
KB,실속형,0,F,42,4633,1
KB,실속형,0,F,43,4803,1
KB,실속형,0,F,44,4978,1
KB,실속형,0,F,45,5162,1
KB,실속형,0,F,46,5334,1
KB,실속형,0,F,47,5515,1
KB,실속형,0,F,48,5663,1
KB,실속형,0,F,49,5819,1
KB,실속형,0,F,50,5972,1
KB,실속형,0,F,51,6140,1
KB,실속형,0,F,52,6229,1
KB,실속형,0,F,53,6278,1
KB,실속형,0,F,54,6354,1
KB,실속형,0,F,55,6595,1
KB,실속형,0,F,56,6819,1
KB,실속형,0,F,57,7252,1
KB,실속형,0,F,58,7645,1
KB,실속형,0,F,59,8090,1
KB,실속형,0,F,60,8499,1
KB,실속형,0,F,61,8928,1
KB,실속형,0,F,62,9464,1
KB,실속형,0,F,63,10001,1
KB,실속형,0,F,64,10554,1
KB,실속형,0,F,65,11091,1
KB,실속형,0,F,66,11642,1
KB,실속형,0,F,67,12053,1
KB,실속형,0,F,68,12460,1
KB,실속형,0,F,69,12859,1
KB,실속형,0,F,70,13280,1
KB,실속형,0,F,71,13672,1
KB,실속형,0,F,72,14375,1
KB,실속형,0,F,73,15053,1
KB,실속형,0,F,74,15783,1
KB,실속형,0,F,75,16498,1
KB,실속형,0,F,76,17220,1
KB,실속형,0,F,77,17569,1
KB,실속형,0,F,78,17898,1
KB,실속형,0,F,79,18260,1
KB,실속형,0,F,80,18398,1
KB,실속형,0,M,19,2717,1
KB,실속형,0,M,20,2718,1
KB,실속형,0,M,21,2686,1
KB,실속형,0,M,22,2707,1
KB,실속형,0,M,23,2719,1
KB,실속형,0,M,24,2780,1
KB,실속형,0,M,25,2804,1
KB,실속형,0,M,26,2816,1
KB,실속형,0,M,27,2836,1
KB,실속형,0,M,28,2872,1
KB,실속형,0,M,29,2884,1
KB,실속형,0,M,30,2895,1
KB,실속형,0,M,31,2932,1
KB,실속형,0,M,32,2965,1
KB,실속형,0,M,33,3002,1
KB,실속형,0,M,34,3051,1
KB,실속형,0,M,35,3089,1
KB,실속형,0,M,36,3143,1
KB,실속형,0,M,37,3168,1
KB,실속형,0,M,38,3206,1
KB,실속형,0,M,39,3231,1
KB,실속형,0,M,40,3264,1
KB,실속형,0,M,41,3351,1
KB,실속형,0,M,42,3447,1
KB,실속형,0,M,43,3522,1
KB,실속형,0,M,44,3618,1
KB,실속형,0,M,45,3714,1
KB,실속형,0,M,46,3810,1
KB,실속형,0,M,47,3955,1
KB,실속형,0,M,48,4101,1
KB,실속형,0,M,49,4267,1
KB,실속형,0,M,50,4412,1
KB,실속형,0,M,51,4554,1
KB,실속형,0,M,52,4786,1
KB,실속형,0,M,53,5014,1
KB,실속형,0,M,54,5217,1
KB,실속형,0,M,55,5458,1
KB,실속형,0,M,56,5666,1
KB,실속형,0,M,57,5963,1
KB,실속형,0,M,58,6272,1
KB,실속형,0,M,59,6573,1
KB,실속형,0,M,60,6874,1
KB,실속형,0,M,61,7180,1
KB,실속형,0,M,62,7494,1
KB,실속형,0,M,63,7797,1
KB,실속형,0,M,64,8117,1
KB,실속형,0,M,65,8434,1
KB,실속형,0,M,66,8747,1
KB,실속형,0,M,67,8977,1
KB,실속형,0,M,68,9223,1
KB,실속형,0,M,69,9473,1
KB,실속형,0,M,70,9702,1
KB,실속형,0,M,71,9954,1
KB,실속형,0,M,72,10194,1
KB,실속형,0,M,73,10457,1
KB,실속형,0,M,74,10684,1
KB,실속형,0,M,75,10948,1
KB,실속형,0,M,76,11183,1
KB,실속형,0,M,77,11438,1
KB,실속형,0,M,78,11665,1
KB,실속형,0,M,79,11900,1
KB,실속형,0,M,80,11967,1
KB,표준형,1,F,19,5861,1
KB,표준형,1,F,20,5958,1
KB,표준형,1,F,21,6061,1
KB,표준형,1,F,22,6165,1
KB,표준형,1,F,23,6220,1
KB,표준형,1,F,24,6303,1
KB,표준형,1,F,25,6344,1
KB,표준형,1,F,26,6440,1
KB,표준형,1,F,27,6441,1
KB,표준형,1,F,28,6360,1
KB,표준형,1,F,29,6340,1
KB,표준형,1,F,30,6286,1
KB,표준형,1,F,31,6266,1
KB,표준형,1,F,32,6383,1
KB,표준형,1,F,33,6548,1
KB,표준형,1,F,34,6686,1
KB,표준형,1,F,35,6845,1
KB,표준형,1,F,36,7032,1
KB,표준형,1,F,37,7267,1
KB,표준형,1,F,38,7611,1
KB,표준형,1,F,39,7846,1
KB,표준형,1,F,40,8170,1
KB,표준형,1,F,41,8460,1
KB,표준형,1,F,42,8710,1
KB,표준형,1,F,43,8994,1
KB,표준형,1,F,44,9286,1
KB,표준형,1,F,45,9593,1
KB,표준형,1,F,46,9880,1
KB,표준형,1,F,47,10182,1
KB,표준형,1,F,48,10430,1
KB,표준형,1,F,49,10692,1
KB,표준형,1,F,50,10947,1
KB,표준형,1,F,51,11228,1
KB,표준형,1,F,52,11377,1
KB,표준형,1,F,53,11458,1
KB,표준형,1,F,54,11586,1
KB,표준형,1,F,55,11987,1
KB,표준형,1,F,56,12362,1
KB,표준형,1,F,57,13085,1
KB,표준형,1,F,58,13739,1
KB,표준형,1,F,59,14482,1
KB,표준형,1,F,60,15164,1
KB,표준형,1,F,61,15881,1
KB,표준형,1,F,62,16775,1
KB,표준형,1,F,63,17670,1
KB,표준형,1,F,64,18593,1
KB,표준형,1,F,65,19489,1
KB,표준형,1,F,66,20407,1
KB,표준형,1,F,67,21094,1
KB,표준형,1,F,68,21775,1
KB,표준형,1,F,69,22440,1
KB,표준형,1,F,70,23143,1
KB,표준형,1,F,71,23797,1
KB,표준형,1,F,72,24968,1
KB,표준형,1,F,73,26098,1
KB,표준형,1,F,74,27316,1
KB,표준형,1,F,75,28507,1
KB,표준형,1,F,76,29711,1
KB,표준형,1,F,77,30294,1
KB,표준형,1,F,78,30842,1
KB,표준형,1,F,79,31445,1
KB,표준형,1,F,80,31652,1
KB,표준형,1,M,19,5523,1
KB,표준형,1,M,20,5525,1
KB,표준형,1,M,21,5471,1
KB,표준형,1,M,22,5506,1
KB,표준형,1,M,23,5527,1
KB,표준형,1,M,24,5628,1
KB,표준형,1,M,25,5668,1
KB,표준형,1,M,26,5687,1
KB,표준형,1,M,27,5720,1
KB,표준형,1,M,28,5780,1
KB,표준형,1,M,29,5800,1
KB,표준형,1,M,30,5819,1
KB,표준형,1,M,31,5880,1
KB,표준형,1,M,32,5934,1
KB,표준형,1,M,33,5996,1
KB,표준형,1,M,34,6079,1
KB,표준형,1,M,35,6141,1
KB,표준형,1,M,36,6231,1
KB,표준형,1,M,37,6273,1
KB,표준형,1,M,38,6336,1
KB,표준형,1,M,39,6378,1
KB,표준형,1,M,40,6434,1
KB,표준형,1,M,41,6579,1
KB,표준형,1,M,42,6738,1
KB,표준형,1,M,43,6864,1
KB,표준형,1,M,44,7024,1
KB,표준형,1,M,45,7184,1
KB,표준형,1,M,46,7345,1
KB,표준형,1,M,47,7587,1
KB,표준형,1,M,48,7830,1
KB,표준형,1,M,49,8106,1
KB,표준형,1,M,50,8349,1
KB,표준형,1,M,51,8586,1
KB,표준형,1,M,52,8973,1
KB,표준형,1,M,53,9354,1
KB,표준형,1,M,54,9693,1
KB,표준형,1,M,55,10095,1
KB,표준형,1,M,56,10441,1
KB,표준형,1,M,57,10936,1
KB,표준형,1,M,58,11451,1
KB,표준형,1,M,59,11953,1
KB,표준형,1,M,60,12455,1
KB,표준형,1,M,61,12964,1
KB,표준형,1,M,62,13489,1
KB,표준형,1,M,63,13995,1
KB,표준형,1,M,64,14530,1
KB,표준형,1,M,65,15059,1
KB,표준형,1,M,66,15582,1
KB,표준형,1,M,67,15967,1
KB,표준형,1,M,68,16378,1
KB,표준형,1,M,69,16795,1
KB,표준형,1,M,70,17176,1
KB,표준형,1,M,71,17597,1
KB,표준형,1,M,72,17996,1
KB,표준형,1,M,73,18436,1
KB,표준형,1,M,74,18814,1
KB,표준형,1,M,75,19254,1
KB,표준형,1,M,76,19646,1
KB,표준형,1,M,77,20072,1
KB,표준형,1,M,78,20450,1
KB,표준형,1,M,79,20841,1
KB,표준형,1,M,80,20928,1
SAMSUNG,고급플랜,2,F,0,11550,1
SAMSUNG,고급플랜,2,F,1,10050,1
SAMSUNG,고급플랜,2,F,2,9160,1
SAMSUNG,고급플랜,2,F,3,9080,1
SAMSUNG,고급플랜,2,F,4,8960,1
SAMSUNG,고급플랜,2,F,5,9410,1
SAMSUNG,고급플랜,2,F,6,9120,1
SAMSUNG,고급플랜,2,F,7,9070,1
SAMSUNG,고급플랜,2,F,8,8980,1
SAMSUNG,고급플랜,2,F,9,8930,1
SAMSUNG,고급플랜,2,F,10,8920,1
SAMSUNG,고급플랜,2,F,11,8830,1
SAMSUNG,고급플랜,2,F,12,8920,1
SAMSUNG,고급플랜,2,F,13,8960,1
SAMSUNG,고급플랜,2,F,14,9030,1
SAMSUNG,고급플랜,2,F,15,9120,1
SAMSUNG,고급플랜,2,F,16,9200,1
SAMSUNG,고급플랜,2,F,17,9290,1
SAMSUNG,고급플랜,2,F,18,9390,1
SAMSUNG,고급플랜,2,F,19,12120,1
SAMSUNG,고급플랜,2,F,20,12210,1
SAMSUNG,고급플랜,2,F,21,12330,1
SAMSUNG,고급플랜,2,F,22,12400,1
SAMSUNG,고급플랜,2,F,23,12420,1
SAMSUNG,고급플랜,2,F,24,12530,1
SAMSUNG,고급플랜,2,F,25,12610,1
SAMSUNG,고급플랜,2,F,26,12640,1
SAMSUNG,고급플랜,2,F,27,12610,1
SAMSUNG,고급플랜,2,F,28,12590,1
SAMSUNG,고급플랜,2,F,29,12550,1
SAMSUNG,고급플랜,2,F,30,12510,1
SAMSUNG,고급플랜,2,F,31,12500,1
SAMSUNG,고급플랜,2,F,32,12650,1
SAMSUNG,고급플랜,2,F,33,12720,1
SAMSUNG,고급플랜,2,F,34,12850,1
SAMSUNG,고급플랜,2,F,35,13100,1
SAMSUNG,고급플랜,2,F,36,13190,1
SAMSUNG,고급플랜,2,F,37,13470,1
SAMSUNG,고급플랜,2,F,38,13730,1
SAMSUNG,고급플랜,2,F,39,13970,1
SAMSUNG,고급플랜,2,F,40,14240,1
SAMSUNG,고급플랜,2,F,41,14540,1
SAMSUNG,고급플랜,2,F,42,14740,1
SAMSUNG,고급플랜,2,F,43,15080,1
SAMSUNG,고급플랜,2,F,44,15310,1
SAMSUNG,고급플랜,2,F,45,15560,1
SAMSUNG,고급플랜,2,F,46,15850,1
SAMSUNG,고급플랜,2,F,47,16180,1
SAMSUNG,고급플랜,2,F,48,16530,1
SAMSUNG,고급플랜,2,F,49,16830,1
SAMSUNG,고급플랜,2,F,50,17110,1
SAMSUNG,고급플랜,2,F,51,17480,1
SAMSUNG,고급플랜,2,F,52,17910,1
SAMSUNG,고급플랜,2,F,53,18320,1
SAMSUNG,고급플랜,2,F,54,18720,1
SAMSUNG,고급플랜,2,F,55,19150,1
SAMSUNG,고급플랜,2,F,56,19620,1
SAMSUNG,고급플랜,2,F,57,20370,1
SAMSUNG,고급플랜,2,F,58,21080,1
SAMSUNG,고급플랜,2,F,59,21850,1
SAMSUNG,고급플랜,2,F,60,22560,1
SAMSUNG,고급플랜,2,F,61,23330,1
SAMSUNG,고급플랜,2,F,62,24270,1
SAMSUNG,고급플랜,2,F,63,25210,1
SAMSUNG,고급플랜,2,F,64,26190,1
SAMSUNG,고급플랜,2,F,65,27200,1
SAMSUNG,고급플랜,2,F,66,28180,1
SAMSUNG,고급플랜,2,F,67,28880,1
SAMSUNG,고급플랜,2,F,68,29640,1
SAMSUNG,고급플랜,2,F,69,30360,1
SAMSUNG,고급플랜,2,F,70,28200,1
SAMSUNG,고급플랜,2,F,71,28940,1
SAMSUNG,고급플랜,2,F,72,30160,1
SAMSUNG,고급플랜,2,F,73,31350,1
SAMSUNG,고급플랜,2,F,74,32630,1
SAMSUNG,고급플랜,2,F,75,33860,1
SAMSUNG,고급플랜,2,F,76,35190,1
SAMSUNG,고급플랜,2,F,77,35780,1
SAMSUNG,고급플랜,2,F,78,36380,1
SAMSUNG,고급플랜,2,F,79,36980,1
SAMSUNG,고급플랜,2,F,80,37560,1
SAMSUNG,고급플랜,2,M,0,11050,1
SAMSUNG,고급플랜,2,M,1,9640,1
SAMSUNG,고급플랜,2,M,2,8930,1
SAMSUNG,고급플랜,2,M,3,8890,1
SAMSUNG,고급플랜,2,M,4,8730,1
SAMSUNG,고급플랜,2,M,5,9160,1
SAMSUNG,고급플랜,2,M,6,8890,1
SAMSUNG,고급플랜,2,M,7,8910,1
SAMSUNG,고급플랜,2,M,8,8910,1
SAMSUNG,고급플랜,2,M,9,8910,1
SAMSUNG,고급플랜,2,M,10,8890,1
SAMSUNG,고급플랜,2,M,11,8950,1
SAMSUNG,고급플랜,2,M,12,9060,1
SAMSUNG,고급플랜,2,M,13,9140,1
SAMSUNG,고급플랜,2,M,14,9290,1
SAMSUNG,고급플랜,2,M,15,9420,1
SAMSUNG,고급플랜,2,M,16,9560,1
SAMSUNG,고급플랜,2,M,17,9560,1
SAMSUNG,고급플랜,2,M,18,9530,1
SAMSUNG,고급플랜,2,M,19,12170,1
SAMSUNG,고급플랜,2,M,20,12130,1
SAMSUNG,고급플랜,2,M,21,12130,1
SAMSUNG,고급플랜,2,M,22,12130,1
SAMSUNG,고급플랜,2,M,23,12170,1
SAMSUNG,고급플랜,2,M,24,12170,1
SAMSUNG,고급플랜,2,M,25,12250,1
SAMSUNG,고급플랜,2,M,26,12250,1
SAMSUNG,고급플랜,2,M,27,12270,1
SAMSUNG,고급플랜,2,M,28,12310,1
SAMSUNG,고급플랜,2,M,29,12350,1
SAMSUNG,고급플랜,2,M,30,12390,1
SAMSUNG,고급플랜,2,M,31,12380,1
SAMSUNG,고급플랜,2,M,32,12470,1
SAMSUNG,고급플랜,2,M,33,12540,1
SAMSUNG,고급플랜,2,M,34,12570,1
SAMSUNG,고급플랜,2,M,35,12720,1
SAMSUNG,고급플랜,2,M,36,12790,1
SAMSUNG,고급플랜,2,M,37,12900,1
SAMSUNG,고급플랜,2,M,38,12990,1
SAMSUNG,고급플랜,2,M,39,13180,1
SAMSUNG,고급플랜,2,M,40,13280,1
SAMSUNG,고급플랜,2,M,41,13410,1
SAMSUNG,고급플랜,2,M,42,13580,1
SAMSUNG,고급플랜,2,M,43,13750,1
SAMSUNG,고급플랜,2,M,44,13910,1
SAMSUNG,고급플랜,2,M,45,14120,1
SAMSUNG,고급플랜,2,M,46,14260,1
SAMSUNG,고급플랜,2,M,47,14530,1
SAMSUNG,고급플랜,2,M,48,14820,1
SAMSUNG,고급플랜,2,M,49,15050,1
SAMSUNG,고급플랜,2,M,50,15340,1
SAMSUNG,고급플랜,2,M,51,15600,1
SAMSUNG,고급플랜,2,M,52,16030,1
SAMSUNG,고급플랜,2,M,53,16360,1
SAMSUNG,고급플랜,2,M,54,16820,1
SAMSUNG,고급플랜,2,M,55,17180,1
SAMSUNG,고급플랜,2,M,56,17640,1
SAMSUNG,고급플랜,2,M,57,18130,1
SAMSUNG,고급플랜,2,M,58,18700,1
SAMSUNG,고급플랜,2,M,59,19240,1
SAMSUNG,고급플랜,2,M,60,19770,1
SAMSUNG,고급플랜,2,M,61,20300,1
SAMSUNG,고급플랜,2,M,62,20820,1
SAMSUNG,고급플랜,2,M,63,21390,1
SAMSUNG,고급플랜,2,M,64,21990,1
SAMSUNG,고급플랜,2,M,65,22590,1
SAMSUNG,고급플랜,2,M,66,23140,1
SAMSUNG,고급플랜,2,M,67,23610,1
SAMSUNG,고급플랜,2,M,68,24010,1
SAMSUNG,고급플랜,2,M,69,24470,1
SAMSUNG,고급플랜,2,M,70,21930,1
SAMSUNG,고급플랜,2,M,71,22330,1
SAMSUNG,고급플랜,2,M,72,22840,1
SAMSUNG,고급플랜,2,M,73,23290,1
SAMSUNG,고급플랜,2,M,74,23770,1
SAMSUNG,고급플랜,2,M,75,24220,1
SAMSUNG,고급플랜,2,M,76,24710,1
SAMSUNG,고급플랜,2,M,77,25090,1
SAMSUNG,고급플랜,2,M,78,25490,1
SAMSUNG,고급플랜,2,M,79,25900,1
SAMSUNG,고급플랜,2,M,80,26280,1
SAMSUNG,실속플랜,0,F,0,6910,1
SAMSUNG,실속플랜,0,F,1,6260,1
SAMSUNG,실속플랜,0,F,2,5860,1
SAMSUNG,실속플랜,0,F,3,5820,1
SAMSUNG,실속플랜,0,F,4,5750,1
SAMSUNG,실속플랜,0,F,5,5920,1
SAMSUNG,실속플랜,0,F,6,5800,1
SAMSUNG,실속플랜,0,F,7,5790,1
SAMSUNG,실속플랜,0,F,8,5750,1
SAMSUNG,실속플랜,0,F,9,5730,1
SAMSUNG,실속플랜,0,F,10,5720,1
SAMSUNG,실속플랜,0,F,11,5690,1
SAMSUNG,실속플랜,0,F,12,5720,1
SAMSUNG,실속플랜,0,F,13,5750,1
SAMSUNG,실속플랜,0,F,14,5780,1
SAMSUNG,실속플랜,0,F,15,5830,1
SAMSUNG,실속플랜,0,F,16,5860,1
SAMSUNG,실속플랜,0,F,17,5900,1
SAMSUNG,실속플랜,0,F,18,5950,1
SAMSUNG,실속플랜,0,F,19,6550,1
SAMSUNG,실속플랜,0,F,20,6600,1
SAMSUNG,실속플랜,0,F,21,6640,1
SAMSUNG,실속플랜,0,F,22,6670,1
SAMSUNG,실속플랜,0,F,23,6680,1
SAMSUNG,실속플랜,0,F,24,6730,1
SAMSUNG,실속플랜,0,F,25,6760,1
SAMSUNG,실속플랜,0,F,26,6790,1
SAMSUNG,실속플랜,0,F,27,6780,1
SAMSUNG,실속플랜,0,F,28,6770,1
SAMSUNG,실속플랜,0,F,29,6760,1
SAMSUNG,실속플랜,0,F,30,6750,1
SAMSUNG,실속플랜,0,F,31,6750,1
SAMSUNG,실속플랜,0,F,32,6820,1
SAMSUNG,실속플랜,0,F,33,6850,1
SAMSUNG,실속플랜,0,F,34,6900,1
SAMSUNG,실속플랜,0,F,35,7020,1
SAMSUNG,실속플랜,0,F,36,7060,1
SAMSUNG,실속플랜,0,F,37,7180,1
SAMSUNG,실속플랜,0,F,38,7290,1
SAMSUNG,실속플랜,0,F,39,7400,1
SAMSUNG,실속플랜,0,F,40,7510,1
SAMSUNG,실속플랜,0,F,41,7640,1
SAMSUNG,실속플랜,0,F,42,7740,1
SAMSUNG,실속플랜,0,F,43,7890,1
SAMSUNG,실속플랜,0,F,44,7990,1
SAMSUNG,실속플랜,0,F,45,8120,1
SAMSUNG,실속플랜,0,F,46,8250,1
SAMSUNG,실속플랜,0,F,47,8400,1
SAMSUNG,실속플랜,0,F,48,8570,1
SAMSUNG,실속플랜,0,F,49,8710,1
SAMSUNG,실속플랜,0,F,50,8840,1
SAMSUNG,실속플랜,0,F,51,9010,1
SAMSUNG,실속플랜,0,F,52,9190,1
SAMSUNG,실속플랜,0,F,53,9370,1
SAMSUNG,실속플랜,0,F,54,9540,1
SAMSUNG,실속플랜,0,F,55,9730,1
SAMSUNG,실속플랜,0,F,56,9930,1
SAMSUNG,실속플랜,0,F,57,10250,1
SAMSUNG,실속플랜,0,F,58,10550,1
SAMSUNG,실속플랜,0,F,59,10870,1
SAMSUNG,실속플랜,0,F,60,11160,1
SAMSUNG,실속플랜,0,F,61,11490,1
SAMSUNG,실속플랜,0,F,62,11880,1
